time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-04T14:07:09.604Z,60.7855,-149.3369,32.2,2.2,ml,,,,0.46,ak,ak20270953,2018-10-04T14:11:58.102Z,"35km W of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-04T14:05:30.510Z,46.2933333,-122.209,3.62,0.2,ml,12,131,0.01918,0.17,uw,uw61434591,2018-10-04T17:16:56.540Z,"29km S of Morton, Washington",earthquake,0.47,0.9,0.206,8,reviewed,uw,uw
2018-10-04T14:03:28.866Z,54.9124,-158.2689,25.3,3.7,ml,,,,0.53,ak,ak20270949,2018-10-04T17:14:38.832Z,"88km E of Chernabura Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2018-10-04T13:57:19.880Z,2.161,128.5938,10,4.5,mb,,161,1.846,0.75,us,us1000h6yd,2018-10-04T15:58:57.040Z,"80km NE of Tobelo, Indonesia",earthquake,9.4,2,0.127,18,reviewed,us,us
2018-10-04T13:42:53.030Z,37.6528333,-118.9446667,1.05,0.75,md,18,70,0.01375,0.06,nc,nc73093541,2018-10-04T16:05:02.582Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.29,0.63,0.255,16,reviewed,nc,nc
2018-10-04T13:37:24.459Z,69.1127,-146.9658,0,1.9,ml,,,,0.81,ak,ak20270945,2018-10-04T13:42:05.825Z,"124km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-04T13:35:38.194Z,69.5209,-143.7607,2.1,2.1,ml,,,,0.73,ak,ak20270943,2018-10-04T13:39:53.330Z,"68km S of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-10-04T13:34:09.836Z,37.0413,-116.4741,1.1,0.3,ml,7,112.53,0.026,0.1534,nn,nn00659652,2018-10-04T23:50:50.693Z,"29km ENE of Beatty, Nevada",earthquake,,6.1,0.99,7,reviewed,nn,nn
2018-10-04T13:29:18.660Z,19.4562,96.4059,50.52,4.5,mb,,113,1.432,0.73,us,us1000h6xu,2018-10-04T13:52:47.040Z,"36km SSE of Pyinmana, Burma",earthquake,8.4,10.6,0.145,14,reviewed,us,us
2018-10-04T13:21:27.270Z,37.3918333,-118.4173333,11.72,0.48,md,5,111,0.03853,0.04,nc,nc73093536,2018-10-04T17:30:46.660Z,"1km NNW of Dixon Lane-Meadow Creek, CA",earthquake,0.35,0.49,0.274,5,reviewed,nc,nc
2018-10-04T13:21:16.790Z,33.5063333,-116.7951667,3.63,0.91,ml,29,46,0.007416,0.21,ci,ci37378850,2018-10-04T13:34:37.247Z,"10km NE of Aguanga, CA",earthquake,0.26,0.54,0.164,19,reviewed,ci,ci
2018-10-04T13:19:07.073Z,61.9759,-150.6711,58.7,1.6,ml,,,,0.58,ak,ak20270868,2018-10-04T13:25:27.852Z,"41km NW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-04T13:12:56.329Z,69.4225,-144.1679,3.9,3.8,ml,,,,0.67,ak,ak20270862,2018-10-04T17:07:35.096Z,"67km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-10-04T13:04:34.122Z,37.3425,-115.0416,6.1,2.9,ml,41,72.08,0.065,0.1232,nn,nn00659590,2018-10-04T17:06:46.495Z,"14km ESE of Alamo, Nevada",earthquake,,1.4,0.31,25,reviewed,nn,nn
2018-10-04T12:57:15.300Z,36.0203333,-117.7788333,1.69,0.81,ml,16,65,0.01203,0.09,ci,ci37378834,2018-10-04T17:24:21.173Z,"15km NE of Little Lake, CA",earthquake,0.15,0.16,0.252,11,reviewed,ci,ci
2018-10-04T12:44:47.687Z,65.5797,-166.7619,9.2,3.6,ml,,,,0.66,ak,ak20270856,2018-10-04T17:00:55.883Z,"81km SSW of Shishmaref, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-10-04T12:41:24.170Z,36.5405,-121.0745,10.72,0.81,md,12,194,0.0472,0.1,nc,nc73093521,2018-10-04T23:03:03.916Z,"6km E of Pinnacles, CA",earthquake,0.77,0.99,0.305,12,reviewed,nc,nc
2018-10-04T12:28:50.670Z,52.0698333,-176.1338333,2.71,-0.06,ml,4,112,0.01705,0.07,av,av61791556,2018-10-04T20:37:52.480Z,"41km ENE of Adak, Alaska",earthquake,0.39,0.9,0.071,4,reviewed,av,av
2018-10-04T12:18:08.920Z,37.6603333,-118.9228333,2.66,-0.07,md,8,174,0.0146,0.05,nc,nc73093516,2018-10-04T17:27:46.529Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.95,1.18,0.186,7,reviewed,nc,nc
2018-10-04T12:17:54.150Z,38.8195,-122.8219986,2.44,0.56,md,8,85,0.01009,0.01,nc,nc73093511,2018-10-04T12:42:02.421Z,"7km NW of The Geysers, CA",earthquake,0.6,1.37,,1,automatic,nc,nc
2018-10-04T12:16:16.220Z,36.0243333,-117.775,1.93,-0.04,ml,10,127,0.007944,0.05,ci,ci37378802,2018-10-04T17:10:23.836Z,"15km NE of Little Lake, CA",earthquake,0.18,0.12,0.274,6,reviewed,ci,ci
2018-10-04T12:14:22.637Z,59.9678,-141.5581,0,1.7,ml,,,,1.86,ak,ak20270848,2018-10-04T12:20:07.075Z,"49km ESE of Cape Yakataga, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-04T12:14:08.490Z,37.653,-118.9436667,0.89,0.8,md,21,73,0.01338,0.06,nc,nc73093506,2018-10-04T17:23:15.849Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.23,0.46,0.306,18,reviewed,nc,nc
2018-10-04T12:12:32.370Z,44.7465,-110.985,6.68,1.22,ml,17,98,0.0198,0.14,uu,uu60299587,2018-10-04T14:28:58.650Z,"13km NE of West Yellowstone, Montana",earthquake,0.35,0.67,0.186,3,reviewed,uu,uu
2018-10-04T12:09:10.302Z,37.1692,-116.6127,8.2,1.1,ml,43,154.99,0.091,0.1726,nn,nn00659582,2018-10-04T22:02:56.489Z,"31km NNE of Beatty, Nevada",earthquake,,1.4,0.41,24,reviewed,nn,nn
2018-10-04T12:05:38.200Z,19.9006667,-155.2973333,27.39,1.91,md,34,197,0.1942,0.12,hv,hv70631407,2018-10-04T22:12:40.580Z,"21km WNW of Pepeekeo, Hawaii",earthquake,0.57,1.25,0.027,13,reviewed,hv,hv
2018-10-04T12:03:42.970Z,37.557,-121.6875,3.94,2.26,md,71,62,0.08393,0.09,nc,nc73093501,2018-10-04T23:49:03.195Z,"16km SSE of Livermore, CA",earthquake,0.11,0.41,0.157,71,reviewed,nc,nc
2018-10-04T11:59:31.238Z,38.0234,-118.1342,1.6,0.9,ml,10,115.17,0.37,0.1613,nn,nn00659579,2018-10-04T21:35:12.576Z,"70km SE of Hawthorne, Nevada",earthquake,,4,0.37,4,reviewed,nn,nn
2018-10-04T11:44:14.630Z,32.7968333,-115.4501667,12.77,2.53,ml,41,41,0.008928,0.33,ci,ci37378794,2018-10-05T04:20:48.381Z,"7km WSW of Holtville, CA",earthquake,0.38,0.63,0.157,24,reviewed,ci,ci
2018-10-04T11:43:28.010Z,32.809,-115.454,10.82,2.23,ml,28,40,0.007095,0.26,ci,ci37378786,2018-10-04T17:33:28.020Z,"7km W of Holtville, CA",earthquake,0.36,0.6,0.187,25,reviewed,ci,ci
2018-10-04T11:38:08.140Z,36.09,-117.8881667,3.2,0.79,ml,17,113,0.03854,0.09,ci,ci37378770,2018-10-04T19:43:46.991Z,"7km NE of Coso Junction, CA",earthquake,0.22,0.35,0.185,7,reviewed,ci,ci
2018-10-04T11:35:38.780Z,37.6518333,-118.9495,1.36,0.12,md,12,175,0.0356,0.07,nc,nc73093491,2018-10-04T17:15:14.662Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.57,1.2,0.088,8,reviewed,nc,nc
2018-10-04T11:32:01.890Z,45.3593333,-121.6978333,3.68,0.74,ml,7,105,0.005484,0.05,uw,uw61434536,2018-10-04T17:54:09.710Z,"22km E of Mount Hood Village, Oregon",earthquake,0.3,0.5,0.138,5,reviewed,uw,uw
2018-10-04T11:12:53.040Z,37.6235,-118.8311667,5.48,0.08,md,7,191,0.007722,0.02,nc,nc73093486,2018-10-04T17:10:13.772Z,"13km E of Mammoth Lakes, CA",earthquake,1.93,4.51,0.175,6,reviewed,nc,nc
2018-10-04T11:10:31.730Z,37.4061667,-118.662,15.77,1.02,md,12,139,0.09479,0.13,nc,nc73093481,2018-10-04T16:59:41.815Z,"6km W of Round Valley, CA",earthquake,0.55,1.67,0.296,11,reviewed,nc,nc
2018-10-04T11:06:18.590Z,38.8409996,-122.8291702,1.72,0.96,md,13,105,0.005489,0.03,nc,nc73093476,2018-10-04T11:07:54.072Z,"9km WNW of Cobb, CA",earthquake,0.29,0.58,0.31,3,automatic,nc,nc
2018-10-04T11:00:53.640Z,33.4876667,-116.7821667,5.55,0.54,ml,25,71,0.02895,0.13,ci,ci37378762,2018-10-04T17:26:54.009Z,"9km ENE of Aguanga, CA",earthquake,0.19,0.57,0.056,8,reviewed,ci,ci
2018-10-04T11:00:33.110Z,37.6368333,-119.0548333,-0.29,0.08,md,10,87,0.01759,0.03,nc,nc73093466,2018-10-04T16:19:02.677Z,"7km W of Mammoth Lakes, CA",earthquake,0.19,0.48,0.314,9,reviewed,nc,nc
2018-10-04T11:00:31.470Z,38.843,-122.8291667,1.74,0.8,md,34,72,0.006615,0.03,nc,nc73093461,2018-10-04T17:01:03.974Z,"10km WNW of Cobb, CA",earthquake,0.14,0.23,0.094,9,reviewed,nc,nc
2018-10-04T10:58:14.720Z,19.512,-155.6621667,4.2,1.9,ml,51,43,0.03369,0.18,hv,hv70631332,2018-10-04T20:12:49.170Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.48,0.107,11,reviewed,hv,hv
2018-10-04T10:53:35.960Z,38.826,-122.797,3.09,0.33,md,14,70,0.01054,0.02,nc,nc73093451,2018-10-05T00:18:02.365Z,"6km W of Cobb, CA",earthquake,0.35,0.76,0.056,2,reviewed,nc,nc
2018-10-04T10:52:12.890Z,37.6296667,-118.8523333,2.08,0.78,md,22,90,0.01294,0.05,nc,nc73093446,2018-10-04T20:50:03.129Z,"11km E of Mammoth Lakes, CA",earthquake,0.29,0.44,0.257,20,reviewed,nc,nc
2018-10-04T10:51:50.020Z,37.3077,-117.3958,0.7,2.1,ml,7,206.77,1.179,0.21,nn,nn00659576,2018-10-04T11:38:11.238Z,"46km SSW of Goldfield, Nevada",earthquake,,18.9,,,automatic,nn,nn
2018-10-04T10:49:53.590Z,18.023,-67.123,13,2.33,md,7,231,0.0213,0.26,pr,pr2018277010,2018-10-04T11:42:08.275Z,"4km E of Boqueron, Puerto Rico",earthquake,1.48,0.82,0.4,6,reviewed,pr,pr
2018-10-04T10:42:18.661Z,64.3848,-150.8267,16.5,2.1,ml,,,,0.68,ak,ak20270844,2018-10-04T10:52:42.435Z,"69km S of Manley Hot Springs, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-10-04T10:38:56.090Z,38.8348351,-122.8740005,0.39,0.59,md,9,152,0.008121,0.2,nc,nc73093441,2018-10-04T11:34:03.009Z,"12km WNW of The Geysers, CA",earthquake,2.33,4.7,,1,automatic,nc,nc
2018-10-04T10:36:00.730Z,32.7765,-115.4501667,11.9,1.88,ml,14,158,0.02888,0.28,ci,ci37378754,2018-10-04T17:06:50.786Z,"8km WSW of Holtville, CA",earthquake,1.5,0.88,0.179,11,reviewed,ci,ci
2018-10-04T10:26:57.120Z,32.8165,-115.4636667,7.92,2.04,ml,18,57,0.01806,0.25,ci,ci37378746,2018-10-04T18:57:28.640Z,"8km W of Holtville, CA",earthquake,0.53,0.84,0.164,26,automatic,ci,ci
2018-10-04T10:24:20.810Z,40.2356667,-121.2286667,0.59,1.21,md,8,163,0.219,0.17,nc,nc73093436,2018-10-04T20:05:02.655Z,"5km WNW of Almanor, CA",earthquake,1.87,3.54,0.163,7,reviewed,nc,nc
2018-10-04T10:21:55.550Z,37.6536667,-118.9451667,1.32,0.82,md,21,71,0.01307,0.08,nc,nc73093431,2018-10-04T19:24:03.128Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.3,0.5,0.356,18,reviewed,nc,nc
2018-10-04T10:18:51.820Z,37.5445,-118.8808333,3.51,0.6,md,19,193,0.06128,0.04,nc,nc73093426,2018-10-04T17:22:03.088Z,"13km SE of Mammoth Lakes, CA",earthquake,0.4,1.06,0.139,14,reviewed,nc,nc
2018-10-04T10:15:24.920Z,38.8416672,-122.8270035,1.29,0.67,md,12,99,0.007303,0.03,nc,nc73093421,2018-10-04T11:01:03.714Z,"9km WNW of Cobb, CA",earthquake,0.34,0.45,0.22,3,automatic,nc,nc
2018-10-04T10:14:39.710Z,38.841,-122.8266667,1.98,1.86,md,42,61,0.007297,0.04,nc,nc73093406,2018-10-04T23:34:02.104Z,"9km WNW of Cobb, CA",earthquake,0.14,0.2,0.286,12,reviewed,nc,nc
2018-10-04T10:14:04.710Z,32.8101667,-115.455,7.68,2.55,ml,30,55,0.008436,0.27,ci,ci37378738,2018-10-04T18:59:07.380Z,"7km W of Holtville, CA",earthquake,0.48,0.87,0.194,25,automatic,ci,ci
2018-10-04T10:11:59.550Z,37.5451667,-118.8795,3.91,0.66,md,20,194,0.06007,0.03,nc,nc73093411,2018-10-04T18:59:02.976Z,"13km SE of Mammoth Lakes, CA",earthquake,0.42,0.99,0.09,14,reviewed,nc,nc
2018-10-04T10:07:05.430Z,37.7185,-122.5378333,7.27,1.56,md,41,100,0.05792,0.04,nc,nc73093401,2018-10-04T20:07:02.669Z,"3km WSW of San Francisco Zoo, CA",earthquake,0.24,0.36,0.133,34,reviewed,nc,nc
2018-10-04T10:02:07.464Z,36.6259,-115.798,11.7,0.2,ml,19,263.47,0.182,0.1041,nn,nn00659569,2018-10-04T21:19:46.260Z,"49km NNE of Pahrump, Nevada",earthquake,,3.2,0.37,7,reviewed,nn,nn
2018-10-04T10:00:19.830Z,38.8028336,-122.8051682,1.47,0.55,md,6,124,0.009257,0.02,nc,nc73093396,2018-10-04T12:38:02.395Z,"5km NW of The Geysers, CA",earthquake,0.47,1.43,,1,automatic,nc,nc
2018-10-04T09:53:48.890Z,38.8253326,-122.8529968,1.19,0.56,md,8,103,0.02285,0.01,nc,nc73093391,2018-10-04T12:10:02.223Z,"10km WNW of The Geysers, CA",earthquake,0.26,1.4,0.01,2,automatic,nc,nc
2018-10-04T09:43:00.800Z,46.5696667,-119.8323333,8.3,0.32,ml,9,136,0.06499,0.06,uw,uw61434516,2018-10-04T17:53:55.020Z,"13km SSE of Desert Aire, Washington",earthquake,0.32,0.73,0.125,7,reviewed,uw,uw
2018-10-04T09:25:49.845Z,37.1721,-116.6139,6.5,-0.2,ml,13,108.11,0.091,0.1045,nn,nn00659568,2018-10-04T20:55:02.549Z,"31km NNE of Beatty, Nevada",earthquake,,1.7,0.99,10,reviewed,nn,nn
2018-10-04T09:20:21.090Z,-3.0871,129.9527,26.14,4.6,mb,,105,2.299,1.12,us,us1000h6vz,2018-10-04T10:18:29.040Z,"118km ENE of Amahai, Indonesia",earthquake,6.1,6.6,0.108,26,reviewed,us,us
2018-10-04T09:06:16.076Z,58.9605,-152.3296,39,2.2,ml,,,,0.87,ak,ak20270838,2018-10-04T09:10:53.384Z,"88km SSW of Homer, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-10-04T09:00:21.660Z,38.8358345,-122.8321686,1.53,0.84,md,15,62,0.003779,0.04,nc,nc73093386,2018-10-04T09:26:03.169Z,"9km NW of The Geysers, CA",earthquake,0.36,0.6,0.06,4,automatic,nc,nc
2018-10-04T08:59:54.940Z,38.8349991,-122.8290024,0.67,0.99,md,11,92,0.006205,0.04,nc,nc73093381,2018-10-04T11:41:02.065Z,"9km NW of The Geysers, CA",earthquake,0.24,0.59,0.06,3,automatic,nc,nc
2018-10-04T08:47:10.890Z,44.7535,-110.9843333,9.78,2.69,ml,30,47,0.01661,0.18,uu,uu60299487,2018-10-04T14:23:49.270Z,"13km NE of West Yellowstone, Montana",earthquake,0.31,0.47,0.14,7,reviewed,uu,uu
2018-10-04T08:43:55.324Z,37.1711,-116.6175,7.5,-0.3,ml,10,188.06,0.088,0.0913,nn,nn00659651,2018-10-04T23:44:40.840Z,"31km NNE of Beatty, Nevada",earthquake,,2.6,1.02,6,reviewed,nn,nn
2018-10-04T08:43:07.320Z,37.4775,-118.8456667,2.32,0.8,md,20,130,0.1131,0.08,nc,nc73093376,2018-10-04T16:17:06.089Z,"17km WSW of Toms Place, CA",earthquake,0.48,2.25,0.117,15,reviewed,nc,nc
2018-10-04T08:40:16.595Z,61.5753,-150.7999,20.3,1.2,ml,,,,0.73,ak,ak20270834,2018-10-04T08:43:03.148Z,"44km WSW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-04T08:33:10.120Z,18.0898,-64.1876,66,3.03,md,12,173,1.0551,0.46,pr,pr2018277009,2018-10-04T11:41:41.979Z,"58km SE of Road Town, British Virgin Islands",earthquake,3.83,4.89,0.26,9,reviewed,pr,pr
2018-10-04T08:30:46.162Z,37.1507,-116.6144,6.4,0.1,ml,14,169.51,0.086,0.158,nn,nn00659564,2018-10-04T20:39:34.556Z,"29km NNE of Beatty, Nevada",earthquake,,2,0.79,8,reviewed,nn,nn
2018-10-04T08:30:34.814Z,62.142,-145.544,23.3,1.9,ml,,,,1.73,ak,ak20270827,2018-10-04T08:35:45.186Z,"3km N of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-04T08:30:16.780Z,32.8051667,-115.4568333,7.54,1.57,ml,15,61,0.00846,0.23,ci,ci37378730,2018-10-04T18:53:09.673Z,"7km W of Holtville, CA",earthquake,0.56,0.93,0.114,15,automatic,ci,ci
2018-10-04T08:29:59.279Z,63.4247,-151.2025,0,2.1,ml,,,,0.76,ak,ak20270825,2018-10-04T08:34:03.016Z,"112km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-04T08:24:28.350Z,36.0375,-117.7733333,1.79,0.85,ml,13,68,0.0139,0.1,ci,ci37378722,2018-10-04T18:50:50.621Z,"16km E of Coso Junction, CA",earthquake,0.21,0.19,0.247,9,automatic,ci,ci
2018-10-04T08:20:53.520Z,31.0667,131.5259,45.98,4.4,mb,,131,2.125,0.61,us,us1000h6vj,2018-10-04T08:37:45.040Z,"51km SSE of Kushima, Japan",earthquake,8.1,8.7,0.149,13,reviewed,us,us
2018-10-04T08:17:01.430Z,38.8215,-122.8118333,3.16,1.41,md,40,47,0.002339,0.04,nc,nc73093371,2018-10-04T22:12:03.604Z,"7km NW of The Geysers, CA",earthquake,0.16,0.28,0.202,11,reviewed,nc,nc
2018-10-04T08:15:19.715Z,37.175,-116.6124,7.2,-0.1,ml,11,190.42,0.093,0.1245,nn,nn00659562,2018-10-04T19:32:03.901Z,"32km NNE of Beatty, Nevada",earthquake,,1.9,0.62,10,reviewed,nn,nn
2018-10-04T08:07:54.430Z,38.8400002,-122.7835007,1.2,0.56,md,8,128,0.005576,0.01,nc,nc73093366,2018-10-04T10:44:03.615Z,"6km WNW of Cobb, CA",earthquake,0.54,0.72,,1,automatic,nc,nc
2018-10-04T08:06:41.033Z,69.3783,-146.3557,9.1,1.8,ml,,,,1.17,ak,ak20270822,2018-10-04T08:10:27.782Z,"124km SE of Prudhoe Bay, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-04T07:57:53.680Z,17.9815,-63.9876,133,4.11,md,25,162,0.9155,0.66,pr,pr2018277006,2018-10-04T08:30:03.252Z,"78km WNW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake,4.68,3.11,0.35,25,reviewed,pr,pr
2018-10-04T07:49:29.080Z,37.1771,-116.6115,6.5,-0.3,ml,8,191.96,0.094,0.0737,nn,nn00659649,2018-10-04T23:32:17.958Z,"32km NNE of Beatty, Nevada",earthquake,,2.3,0.45,5,reviewed,nn,nn
2018-10-04T07:47:06.200Z,51.7152,-173.3208,38.93,4.2,mb,,176,0.729,0.9,us,us1000h6v4,2018-10-04T16:48:53.195Z,"80km SE of Atka, Alaska",earthquake,12.7,10.8,0.066,64,reviewed,us,us
2018-10-04T07:40:25.490Z,38.4651667,-122.514,7.65,1.89,md,34,144,0.07641,0.05,nc,nc73093356,2018-10-04T21:44:02.449Z,"6km SW of St. Helena, CA",earthquake,0.24,0.44,0.163,27,reviewed,nc,nc
2018-10-04T07:39:55.270Z,38.7703333,-122.7273333,1.88,1.8,md,37,49,0.01483,0.06,nc,nc73093351,2018-10-04T21:16:03.279Z,"3km ESE of The Geysers, CA",earthquake,0.16,0.28,0.208,12,reviewed,nc,nc
2018-10-04T07:33:05.590Z,32.8076667,-115.4615,8.21,1.59,ml,13,111,0.01261,0.22,ci,ci37378714,2018-10-04T18:51:07.410Z,"8km W of Holtville, CA",earthquake,0.69,1.03,0.168,20,automatic,ci,ci
2018-10-04T07:30:00.842Z,61.2362,-150.6625,41.2,2.6,ml,,,,0.5,ak,ak20270810,2018-10-04T09:32:08.040Z,"40km W of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-04T07:29:45.530Z,38.8448334,-122.8281631,1.48,0.57,md,9,109,0.008461,0.02,nc,nc73093346,2018-10-04T09:20:03.126Z,"9km WNW of Cobb, CA",earthquake,0.35,0.61,0.01,2,automatic,nc,nc
2018-10-04T07:27:16.540Z,32.8138333,-115.4541667,10.37,1.69,ml,20,50,0.01052,0.26,ci,ci37378706,2018-10-04T18:49:57.700Z,"7km W of Holtville, CA",earthquake,0.44,0.72,0.16,19,reviewed,ci,ci
2018-10-04T07:20:53.280Z,33.5033333,-116.8001667,4.26,1.04,ml,50,30,0.009014,0.18,ci,ci37378698,2018-10-04T18:02:29.500Z,"9km NE of Aguanga, CA",earthquake,0.14,0.29,0.112,16,reviewed,ci,ci
2018-10-04T07:19:10.970Z,32.8128333,-115.4593333,10.2,2.41,ml,38,34,0.01295,0.28,ci,ci37378682,2018-10-04T17:12:15.000Z,"7km W of Holtville, CA",earthquake,0.31,0.57,0.144,54,reviewed,ci,ci
2018-10-04T07:18:42.400Z,32.8163333,-115.4613333,10.31,1.3,ml,15,61,0.01645,0.21,ci,ci37378690,2018-10-04T16:55:42.699Z,"8km W of Holtville, CA",earthquake,0.47,0.7,0.188,9,reviewed,ci,ci
2018-10-04T07:14:28.460Z,18.8741,-67.9858,133,3.11,md,8,202,0.535,0.42,pr,pr2018277008,2018-10-04T11:41:14.779Z,"54km NE of Punta Cana, Dominican Republic",earthquake,6.23,3.46,0.31,6,reviewed,pr,pr
2018-10-04T07:08:23.280Z,37.6648333,-118.8541667,4.02,0.44,md,16,139,0.0305,0.11,nc,nc73093341,2018-10-04T18:32:03.501Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.69,1.49,0.122,14,reviewed,nc,nc
2018-10-04T07:08:17.070Z,36.9566,71.5667,129.71,4.4,mb,,73,0.577,0.5,us,us1000h6uq,2018-10-04T07:25:27.040Z,"26km N of Ishkashim, Tajikistan",earthquake,7.3,12.8,0.24,5,reviewed,us,us
2018-10-04T07:00:07.600Z,36.4721667,-121.0493333,5.48,0.73,md,9,148,0.05328,0.02,nc,nc73093336,2018-10-04T20:29:02.996Z,"11km SE of Pinnacles, CA",earthquake,0.64,1.62,0.394,8,reviewed,nc,nc
2018-10-04T06:58:56.310Z,32.8111667,-115.4566667,11.91,2.52,ml,38,36,0.01016,0.26,ci,ci37378674,2018-10-04T18:06:45.896Z,"7km W of Holtville, CA",earthquake,0.29,0.41,0.168,68,reviewed,ci,ci
2018-10-04T06:56:41.670Z,17.9015,-67.0485,12,1.86,md,3,328,0.0681,0.07,pr,pr2018277007,2018-10-04T09:34:24.231Z,"8km S of La Parguera, Puerto Rico",earthquake,1.33,0.65,0.36,3,reviewed,pr,pr
2018-10-04T06:47:04.500Z,46.759,-112.5145,13.06,0.85,ml,7,112,0.127,0.09,mb,mb80312384,2018-10-04T22:11:29.740Z,"25km SSE of Lincoln, Montana",earthquake,0.39,0.85,0.061,2,reviewed,mb,mb
2018-10-04T06:42:03.900Z,34.6418333,-119.0108333,11.76,1.82,ml,44,43,0.1191,0.23,ci,ci37378666,2018-10-04T16:45:49.020Z,"21km SSW of Frazier Park, CA",earthquake,0.25,0.65,0.141,49,reviewed,ci,ci
2018-10-04T06:41:21.490Z,32.562,-115.2865,20.19,1.85,ml,25,59,0.1379,0.28,ci,ci37378658,2018-10-04T16:27:50.235Z,"6km E of Puebla, B.C., MX",earthquake,0.45,0.86,0.25,15,reviewed,ci,ci
2018-10-04T06:40:14.700Z,19.3086662,-155.2056732,6.94,1.87,md,42,107,0.03265,0.21,hv,hv70630972,2018-10-04T06:43:38.100Z,"13km SSE of Volcano, Hawaii",earthquake,0.51,0.63,0.33,28,automatic,hv,hv
2018-10-04T06:39:42.550Z,51.8275,-178.8353333,12.95,0.83,ml,4,270,0.03647,0.08,av,av61791481,2018-10-04T18:57:27.020Z,"48km W of Tanaga Volcano, Alaska",earthquake,2.38,0.68,,1,reviewed,av,av
2018-10-04T06:35:59.375Z,68.8254,-147.5921,0,1.6,ml,,,,0.94,ak,ak20270804,2018-10-04T07:17:41.140Z,"114km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-04T06:32:05.060Z,38.8338318,-122.831665,1.24,0.78,md,10,103,0.00561,0.04,nc,nc73093331,2018-10-04T06:58:01.910Z,"9km NW of The Geysers, CA",earthquake,0.4,0.64,0.15,2,automatic,nc,nc
2018-10-04T06:29:59.740Z,38.8125,-122.8161667,3.17,0.64,md,18,82,0.01079,0.04,nc,nc73093326,2018-10-04T18:40:03.548Z,"6km NW of The Geysers, CA",earthquake,0.27,0.48,0.034,3,reviewed,nc,nc
2018-10-04T06:29:50.103Z,38.4241,-118.896,0,1,ml,4,161.6,0.352,0.1498,nn,nn00659560,2018-10-04T18:52:09.038Z,"26km WSW of Hawthorne, Nevada",earthquake,,0,0.17,2,reviewed,nn,nn
2018-10-04T06:17:30.290Z,22.12,120.4548,34.62,4.3,mb,,116,0.903,0.87,us,us1000h6ui,2018-10-04T06:56:35.040Z,"32km WNW of Hengchun, Taiwan",earthquake,8.5,7.6,0.116,21,reviewed,us,us
2018-10-04T06:14:15.390Z,40.475,-121.48,2.29,0.06,md,5,192,0.01608,0.08,nc,nc73093641,2018-10-04T19:43:03.429Z,"15km NNE of Mineral, CA",earthquake,0.74,0.43,0.151,5,reviewed,nc,nc
2018-10-04T05:48:13.750Z,37.381,-118.5238333,13.87,1.63,md,25,69,0.04194,0.04,nc,nc73093311,2018-10-04T20:47:03.110Z,"6km WNW of West Bishop, CA",earthquake,0.35,0.87,0.127,23,reviewed,nc,nc
2018-10-04T05:47:17.890Z,38.8084984,-122.7925034,0.69,1.14,md,19,57,0.01039,0.04,nc,nc73093306,2018-10-04T07:41:02.150Z,"5km NW of The Geysers, CA",earthquake,0.18,0.38,0.07,5,automatic,nc,nc
2018-10-04T05:43:51.560Z,37.779,-122.5666667,6.81,0.96,md,21,179,0.06062,0.03,nc,nc73093301,2018-10-04T17:31:17.565Z,"8km NW of San Francisco Zoo, CA",earthquake,0.5,0.31,0.14,14,reviewed,nc,nc
2018-10-04T05:41:39.849Z,38.4717,-118.1696,7.5,0.6,ml,4,269.43,0.041,0.0251,nn,nn00659647,2018-10-04T23:23:02.898Z,"40km E of Hawthorne, Nevada",earthquake,,10.6,0,1,reviewed,nn,nn
