time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-06T04:01:51.978Z,39.1692,-119.58,9.1,-0.1,ml,4,130.91,0.082,0.0643,nn,nn00659818,2018-10-06T18:58:59.384Z,"7km S of Dayton, Nevada",earthquake,,6,0,1,reviewed,nn,nn
2018-10-06T03:35:41.480Z,35.669,-89.6795,10.2,2.21,md,15,68,0.08697,0.12,nm,nm60065623,2018-10-06T13:29:40.160Z,"12km NNW of Covington, Tennessee",earthquake,0.47,0.86,0.098,8,reviewed,nm,nm
2018-10-06T03:14:29.564Z,62.1455,-150.822,63.4,1.8,ml,,,,0.41,ak,ak20271901,2018-10-06T03:19:37.215Z,"42km WSW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-06T03:02:41.456Z,37.2083,-118.2245,1,0.9,ml,7,190.54,0.16,0.1104,nn,nn00659777,2018-10-06T15:20:41.797Z,"7km NE of Big Pine, California",earthquake,,6.5,0.34,4,reviewed,nn,nn
2018-10-06T03:00:37.735Z,63.5288,-150.9186,0.1,1.8,ml,,,,0.82,ak,ak20271898,2018-10-06T03:03:47.875Z,"99km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-06T02:46:36.210Z,36.579834,-121.1801682,2.09,1.73,md,9,162,0.007821,0.06,nc,nc73094216,2018-10-06T06:52:04.649Z,"6km NNW of Pinnacles, CA",earthquake,0.53,0.27,0.11,7,automatic,nc,nc
2018-10-06T02:46:17.203Z,64.9993,-150.7939,16.1,1.7,ml,,,,0.7,ak,ak20271896,2018-10-06T02:49:46.125Z,"7km W of Manley Hot Springs, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-10-06T02:38:30.490Z,33.5085,-116.798,4.15,0.83,ml,36,38,0.00433,0.16,ci,ci38316552,2018-10-06T02:42:18.304Z,"10km NE of Aguanga, CA",earthquake,0.19,0.38,0.094,24,automatic,ci,ci
2018-10-06T02:28:18.260Z,33.4683333,-116.8093333,3.84,0.51,ml,17,104,0.04456,0.26,ci,ci38316544,2018-10-06T02:31:57.623Z,"6km ENE of Aguanga, CA",earthquake,0.51,1.41,0.189,15,automatic,ci,ci
2018-10-06T02:17:24.298Z,61.3948,-152.7152,0,2.2,ml,,,,0.63,ak,ak20271886,2018-10-06T02:26:38.519Z,"101km N of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-06T02:09:41.927Z,61.4169,-145.8973,19.1,1.6,ml,,,,1.72,ak,ak20271879,2018-10-06T02:12:08.767Z,"40km NE of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-06T02:08:55.016Z,59.7056,-153.2975,104.8,2.1,ml,,,,0.66,ak,ak20271874,2018-10-06T02:17:27.113Z,"82km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-06T02:06:36.574Z,40.9937,-116.3849,0,1.6,ml,8,168.25,0.006,0.0755,nn,nn00659774,2018-10-06T03:35:13.521Z,"39km NW of Carlin, Nevada",explosion,,0,0.6,7,reviewed,nn,nn
2018-10-06T02:04:12.497Z,57.6164,-152.5619,31.5,2,ml,,,,0.23,ak,ak20271871,2018-10-06T02:13:54.877Z,"16km S of Kodiak Station, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-06T01:57:14.940Z,33.4971667,-116.7971667,3.01,0.65,ml,23,50,0.01539,0.18,ci,ci38316528,2018-10-06T02:00:56.858Z,"9km NE of Aguanga, CA",earthquake,0.28,0.66,0.106,16,automatic,ci,ci
2018-10-06T01:52:34.800Z,36.6626667,-121.2863333,3.66,1.6,md,26,88,0.0565,0.09,nc,nc73094196,2018-10-06T03:39:03.545Z,"14km SSE of Tres Pinos, CA",earthquake,0.3,1.14,0.264,22,reviewed,nc,nc
2018-10-06T01:44:31.640Z,38.7963333,-122.7343333,1.74,1.74,md,44,47,0.01321,0.05,nc,nc73094186,2018-10-06T06:24:03.494Z,"3km NE of The Geysers, CA",earthquake,0.13,0.23,0.248,17,reviewed,nc,nc
2018-10-06T01:44:12.670Z,37.6085,-118.9538333,2.16,0.04,md,11,180,0.009802,0.06,nc,nc73094191,2018-10-06T01:54:56.439Z,"4km SE of Mammoth Lakes, CA",earthquake,0.87,0.39,0.057,9,reviewed,nc,nc
2018-10-06T01:39:13.770Z,36.8225,-121.544,4.81,1.04,md,21,91,0.03741,0.06,nc,nc73094176,2018-10-06T05:56:03.339Z,"3km SSW of San Juan Bautista, CA",earthquake,0.18,0.41,0.161,17,reviewed,nc,nc
2018-10-06T01:38:54.080Z,38.8248329,-122.8541641,1.35,0.85,md,14,74,0.01504,0.04,nc,nc73094171,2018-10-06T01:40:29.957Z,"10km WNW of The Geysers, CA",earthquake,0.24,0.64,0.23,2,automatic,nc,nc
2018-10-06T01:34:50.640Z,68.9713,-146.7133,0,2.1,ml,,,,0.7,ak,ak20271863,2018-10-06T01:41:46.868Z,"105km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-06T01:23:57.450Z,29.1059,51.2736,10,4,mb,,92,6.041,0.98,us,us1000h7yt,2018-10-06T01:48:28.040Z,"18km SSE of Borazjan, Iran",earthquake,9.9,2,0.138,14,reviewed,us,us
2018-10-06T01:22:05.348Z,38.4804,-118.1227,0,0.7,ml,5,272.91,0.054,0.0882,nn,nn00659816,2018-10-06T18:46:42.125Z,"44km E of Hawthorne, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2018-10-06T01:15:26.320Z,20.0219994,-155.5700073,11.13,2.54,ml,38,183,0.12,0.38,hv,hv70634342,2018-10-06T03:11:47.555Z,"10km E of Waimea, Hawaii",earthquake,1.61,1.47,4.05,5,automatic,hv,hv
2018-10-06T01:07:40.374Z,60.8413,-141.0596,17.9,1.9,ml,,,,0.88,ak,ak20271859,2018-10-06T01:17:48.001Z,"114km NE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-06T01:00:10.380Z,18.1815,-67.1903,79,2.69,md,6,268,0.1046,0.32,pr,pr2018279000,2018-10-06T06:06:11.665Z,"5km WSW of Mayaguez, Puerto Rico",earthquake,3.45,1.37,0.25,5,reviewed,pr,pr
2018-10-06T00:59:44.790Z,37.385,-118.3881667,6.44,1.1,md,16,119,0.05486,0.06,nc,nc73094161,2018-10-06T18:37:28.953Z,"2km NNE of Bishop, CA",earthquake,0.23,0.63,0.52,9,reviewed,nc,nc
2018-10-06T00:57:39.996Z,60.1945,-141.6893,0,1.4,ml,,,,1.13,ak,ak20271857,2018-10-06T01:03:03.485Z,"43km ENE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-06T00:54:47.145Z,37.2062,-114.5497,5.5,1.4,ml,7,163.36,0.447,0.1804,nn,nn00659773,2018-10-06T03:29:04.322Z,"45km S of Caliente, Nevada",earthquake,,4.3,0.47,2,reviewed,nn,nn
2018-10-06T00:52:34.047Z,37.2148,-118.2164,0,0.6,ml,10,120.09,0.161,0.1841,nn,nn00659813,2018-10-06T18:25:10.281Z,"8km NE of Big Pine, California",earthquake,,0,0.69,5,reviewed,nn,nn
2018-10-06T00:51:38.070Z,33.307,-116.8745,13.79,0.85,ml,22,76,0.04753,0.18,ci,ci38316504,2018-10-06T00:55:13.799Z,"6km S of Palomar Observatory, CA",earthquake,0.41,0.77,0.199,22,automatic,ci,ci
2018-10-06T00:46:50.540Z,69.5043,-144.9282,11.9,2.2,ml,,,,0.75,ak,ak20271856,2018-10-06T00:49:54.236Z,"86km SW of Kaktovik, Alaska",earthquake,,2.7,,,automatic,ak,ak
2018-10-06T00:43:51.080Z,35.2856,-97.7016,6.6,1.9,ml,,93,0.065,0.23,us,us1000h81j,2018-10-06T07:28:13.877Z,"10km WNW of Newcastle, Oklahoma",earthquake,2.1,3,0.061,35,reviewed,us,us
2018-10-06T00:42:20.380Z,33.4970016,-116.7956696,2.35,0.84,ml,21,61,0.01582,0.13,ci,ci38316496,2018-10-06T00:45:54.276Z,"9km NE of Aguanga, CA",earthquake,0.28,0.38,0.251,7,automatic,ci,ci
2018-10-06T00:34:20.340Z,37.5412,15.022,7.74,4.6,mwr,,37,0.614,0.99,us,us1000h7ya,2018-10-06T09:00:54.477Z,"2km NNW of Misterbianco, Italy",earthquake,5.1,4.5,0.052,36,reviewed,us,us
2018-10-06T00:23:09.850Z,32.8865,-116.2675,7.6,1.5,ml,40,73,0.1304,0.19,ci,ci38316488,2018-10-06T00:41:35.364Z,"26km ENE of Pine Valley, CA",earthquake,0.23,1.32,0.17,22,reviewed,ci,ci
2018-10-06T00:12:57.880Z,38.8105,-122.828,1.29,1.05,md,35,46,0.001872,0.05,nc,nc73094151,2018-10-06T03:24:03.471Z,"7km WNW of The Geysers, CA",earthquake,0.13,0.22,0.144,8,reviewed,nc,nc
2018-10-06T00:12:39.786Z,36.7062,-116.3228,6.6,0.2,ml,14,102.06,0.042,0.1476,nn,nn00659809,2018-10-06T17:32:59.766Z,"44km ESE of Beatty, Nevada",earthquake,,1.3,0.67,4,reviewed,nn,nn
2018-10-06T00:03:49.682Z,65.7964,-155.4072,7.8,1.3,ml,,,,0.56,ak,ak20271854,2018-10-06T00:09:44.058Z,"117km N of Ruby, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-06T00:00:19.795Z,68.6854,-146.1848,5.1,2.4,ml,,,,0.94,ak,ak20271851,2018-10-06T00:05:39.083Z,"67km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-05T23:59:47.390Z,33.4846667,-116.7876667,4.79,0.89,ml,31,36,0.02959,0.12,ci,ci38316472,2018-10-06T00:37:47.120Z,"9km ENE of Aguanga, CA",earthquake,0.15,0.25,0.146,23,reviewed,ci,ci
2018-10-05T23:54:43.520Z,19.3395004,-155.2149963,6.84,1.74,ml,39,67,0.03411,0.13,hv,hv70634202,2018-10-06T00:00:28.180Z,"10km SSE of Volcano, Hawaii",earthquake,0.33,0.39,0.24,5,automatic,hv,hv
2018-10-05T23:48:37.710Z,18.6318,-65.105,77,3.21,md,7,336,0.8906,0.33,pr,pr2018278013,2018-10-06T06:05:57.825Z,"36km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.83,5.54,0.13,6,reviewed,pr,pr
2018-10-05T23:48:25.860Z,33.4913333,-116.7956667,3.66,1.2,ml,45,31,0.02134,0.14,ci,ci38316464,2018-10-06T00:30:38.720Z,"8km NE of Aguanga, CA",earthquake,0.14,0.38,0.135,24,reviewed,ci,ci
2018-10-05T23:40:36.750Z,38.8235016,-122.8571701,2.01,0.76,md,9,138,0.004044,0.04,nc,nc73094146,2018-10-05T23:55:03.063Z,"10km WNW of The Geysers, CA",earthquake,0.48,0.93,0.22,2,automatic,nc,nc
2018-10-05T23:34:41.162Z,60.8479,-151.9847,81.3,1.6,ml,,,,0.65,ak,ak20271847,2018-10-05T23:41:28.567Z,"41km WNW of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-05T23:22:11.180Z,32.8991667,-116.2611667,6.57,1.25,ml,23,85,0.1358,0.16,ci,ci38316456,2018-10-06T00:20:34.894Z,"26km ENE of Pine Valley, CA",earthquake,0.27,0.94,0.122,22,reviewed,ci,ci
2018-10-05T23:19:24.150Z,52.0655,-176.1416667,1.51,0.01,ml,6,100,0.01118,0.06,av,av70806174,2018-10-06T00:00:58.370Z,"41km ENE of Adak, Alaska",earthquake,0.24,0.28,0.477,4,reviewed,av,av
2018-10-05T23:08:37.520Z,38.4173333,-122.4843333,11.39,2.17,md,67,54,0.05878,0.09,nc,nc73094141,2018-10-06T05:01:03.020Z,"5km E of Kenwood, CA",earthquake,0.13,0.27,0.185,44,reviewed,nc,nc
2018-10-05T23:07:53.840Z,37.4998333,-118.6831667,14.34,1.88,md,41,93,0.08893,0.07,nc,nc73094136,2018-10-06T02:14:03.075Z,"7km S of Toms Place, CA",earthquake,0.25,0.82,0.257,35,reviewed,nc,nc
2018-10-05T23:01:22.185Z,61.6031,-149.7321,29.8,1.4,ml,,,,0.33,ak,ak20271837,2018-10-05T23:04:12.034Z,"5km ESE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-05T23:00:00.460Z,33.5573333,-115.8838333,9.5,1.22,ml,23,238,0.12,0.15,ci,ci38316440,2018-10-06T00:09:27.553Z,"6km NE of North Shore, CA",earthquake,0.66,0.75,0.167,26,reviewed,ci,ci
2018-10-05T22:55:21.360Z,37.58,-118.9651667,-0.38,0.26,md,11,200,0.0373,0.03,nc,nc73094131,2018-10-06T00:18:03.186Z,"6km S of Mammoth Lakes, CA",earthquake,0.57,1.07,0.139,10,reviewed,nc,nc
2018-10-05T22:46:51.388Z,69.5218,-144.2967,0,2.4,ml,,,,0.9,ak,ak20271831,2018-10-05T22:51:46.091Z,"72km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-05T22:35:31.990Z,38.8510017,-122.8003311,1.19,0.93,md,11,111,0.004586,0.02,nc,nc73094126,2018-10-05T23:09:03.781Z,"7km WNW of Cobb, CA",earthquake,0.34,0.49,0.04,4,automatic,nc,nc
2018-10-05T22:27:52.557Z,62.7048,-150.434,77.9,1.2,ml,,,,0.5,ak,ak20271827,2018-10-05T22:44:08.178Z,"45km NNW of Talkeetna, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-10-05T22:22:23.340Z,38.8478317,-122.8056641,-0.58,0.57,md,7,106,0.00967,0.02,nc,nc73094121,2018-10-06T00:52:04.444Z,"8km WNW of Cobb, CA",earthquake,0.53,2.33,,1,automatic,nc,nc
2018-10-05T22:19:26.150Z,19.1481,-66.1718,30,2.98,md,4,307,0.9905,0.32,pr,pr2018278012,2018-10-06T00:58:47.510Z,"75km N of San Juan, Puerto Rico",earthquake,2.55,23.02,0.11,2,reviewed,pr,pr
2018-10-05T22:10:24.260Z,38.8546677,-122.7943344,1.41,0.98,md,18,166,0.0022,0.04,nc,nc73094116,2018-10-05T22:48:02.664Z,"7km WNW of Cobb, CA",earthquake,0.29,0.31,0.09,5,automatic,nc,nc
2018-10-05T22:10:14.400Z,38.8553352,-122.7948303,0.83,0.42,md,9,171,0.001867,0.04,nc,nc73094111,2018-10-05T22:37:03.602Z,"7km WNW of Cobb, CA",earthquake,0.71,0.44,0.05,3,automatic,nc,nc
2018-10-05T22:08:08.520Z,38.8526649,-122.7978363,1.46,2.59,md,30,104,0.01539,0.05,nc,nc73094101,2018-10-06T02:43:53.881Z,"7km WNW of Cobb, CA",earthquake,0.25,0.29,0.12,19,automatic,nc,nc
2018-10-05T22:04:03.172Z,64.9661,-147.29,1.2,1.4,ml,,,,0.61,ak,ak20271823,2018-10-05T22:11:50.120Z,"21km NNE of Badger, Alaska",earthquake,,4.3,,,automatic,ak,ak
2018-10-05T21:54:18.560Z,38.8256683,-122.8133316,1.62,1.12,md,10,78,0.01714,0.05,nc,nc73094096,2018-10-06T00:08:04.132Z,"7km NW of The Geysers, CA",earthquake,0.32,0.94,,1,automatic,nc,nc
2018-10-05T21:49:49.846Z,69.493,-144.3017,0,2.9,ml,,,,0.73,ak,ak20271818,2018-10-05T22:26:35.040Z,"75km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-05T21:49:03.377Z,39.597,-119.8061,9.5,1,ml,13,82.52,0.013,0.112,nn,nn00659744,2018-10-05T22:15:46.940Z,"2km W of Sun Valley, Nevada",earthquake,,0.8,0.2,7,reviewed,nn,nn
2018-10-05T21:47:30.750Z,35.9916667,-120.5453333,0.37,0.58,md,11,95,0.01908,0.06,nc,nc73094091,2018-10-06T00:44:47.346Z,"15km NW of Parkfield, CA",earthquake,0.18,0.58,0.388,2,reviewed,nc,nc
2018-10-05T21:40:55.513Z,69.5386,-144.2585,6.5,3.4,ml,,,,0.73,ak,ak20271812,2018-10-05T21:56:39.040Z,"70km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-05T21:35:34.853Z,62.6411,-143.3236,0,2.4,ml,,,,0.97,ak,ak20271805,2018-10-05T21:48:14.527Z,"79km SSW of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-05T21:30:45.720Z,33.872,-117.5053333,-0.49,0.89,ml,20,71,0.07405,0.22,ci,ci38316408,2018-10-05T23:29:37.247Z,"2km ESE of Home Gardens, CA",quarry blast,0.52,31.61,0.086,12,reviewed,ci,ci
2018-10-05T21:23:15.140Z,-22.1337,169.4453,10,4.8,mb,,94,1.91,0.89,us,us1000h7vl,2018-10-05T21:36:43.040Z,"173km ESE of Tadine, New Caledonia",earthquake,8.3,1.9,0.098,32,reviewed,us,us
2018-10-05T21:15:14.470Z,19.3221664,-155.1959991,0.7,1.92,ml,46,95,0.04889,0.25,hv,hv70633947,2018-10-05T21:20:57.860Z,"12km SSE of Volcano, Hawaii",earthquake,0.32,0.41,2.06,16,automatic,hv,hv
2018-10-05T21:11:37.810Z,18.9978,-66.6045,47,2.89,md,7,311,0.6681,0.41,pr,pr2018278011,2018-10-06T00:58:34.118Z,"59km NNE of Arecibo, Puerto Rico",earthquake,4.31,9.66,0.12,5,reviewed,pr,pr
2018-10-05T21:09:40.750Z,19.0405,-67.0586,27,2.48,md,4,354,0.5754,0.21,pr,pr2018278010,2018-10-06T00:58:23.118Z,"59km N of Isabela, Puerto Rico",earthquake,9.32,12.94,0.42,2,reviewed,pr,pr
2018-10-05T21:08:27.890Z,-22.0465,169.6163,13.17,5.4,mww,,41,2.086,1.05,us,us1000h7v7,2018-10-05T22:19:04.040Z,"187km ESE of Tadine, New Caledonia",earthquake,6.8,3.1,0.065,23,reviewed,us,us
2018-10-05T21:02:07.380Z,52.0743333,-176.131,-0.15,-0.21,ml,5,124,0.02186,0.08,av,av61792141,2018-10-05T22:38:25.540Z,"42km ENE of Adak, Alaska",earthquake,0.24,0.26,0.196,3,reviewed,av,av
2018-10-05T20:58:41.315Z,37.0911,-117.0555,8.6,0.2,ml,5,267.64,0.112,0.1844,nn,nn00659743,2018-10-05T21:47:59.917Z,"33km NW of Beatty, Nevada",earthquake,,4.6,0.38,3,reviewed,nn,nn
2018-10-05T20:36:34.900Z,38.8163333,-122.8208333,2.34,1.63,md,43,47,0.009903,0.05,nc,nc73094076,2018-10-06T02:25:03.142Z,"7km NW of The Geysers, CA",earthquake,0.14,0.21,0.183,13,reviewed,nc,nc
2018-10-05T20:31:27.147Z,69.0949,-146.7037,2.8,1.8,ml,,,,0.59,ak,ak20271788,2018-10-05T20:40:18.214Z,"117km NNW of Arctic Village, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-05T20:23:17.075Z,59.8434,-151.8837,34.6,1.8,ml,,,,0.64,ak,ak20271782,2018-10-05T20:28:47.607Z,"7km NNW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-05T20:18:54.597Z,63.5733,-147.3536,2.1,1.5,ml,,,,0.45,ak,ak20271779,2018-10-05T20:23:39.511Z,"82km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
